date	status	zdf_url	returned_date	title
15.04.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-15-april-2026-100	20260415	Der Talk vom 15. April
16.04.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-16-april-2026-102	20260416	Der Talk vom 16. April 
22.04.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-22-april-2026-100	20260422	Der Talk vom 22. April
28.04.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-28-april-2026-100	20260428	Der Talk vom 28. April
30.04.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-30-april-2026-100	20260430	Der Talk vom 30. April
05.05.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-5-mai-2026-100	20260505	Der Talk vom 5. Mai
06.05.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-6-mai-2026-100	20260506	Der Talk vom 6. Mai
12.05.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-12-mai-2026-100	20260512	Der Talk vom 12. Mai
13.05.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-13-mai-2026-100	20260513	Der Talk vom 13. Mai
14.05.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-14-mai-2026-100	20260514	Der Talk vom 14. Mai
19.05.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-19-mai-2026-100	20260519	Der Talk vom 19. Mai
26.05.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-26-mai-2026-100	20260526	Der Talk vom 26. Mai
28.05.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-28-mai-2026-100	20260528	Der Talk vom 28. Mai
02.06.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-2-juni-2026-100	20260602	Der Talk vom 2. Juni 
